BHID,FROM,TO,_len,DUM,_acum,azmm,dipm,xm,ym,zm,azmb,dipb,xb,yb,zb,azme,dipe,xe,ye,ze,dist_hw,dist_fw,D1_surf,D1_solid,Au
0,27.0,28.0,1.0,0.0,0.0,90.0,79.15465545654297,7.528510568399511,-1.3093559136923005e-07,72.4169177243179,90.0,79.32649993896484,7.4351678096843585,-1.268554498112806e-07,72.90812738031804,90.0,78.98552703857422,7.623314534981333,-1.350796045018754e-07,71.92598797172963,-1.0,-1.0,-1.0,0,0.0
0,28.0,29.0,1.0,0.0,0.0,90.0,78.81179809570312,7.719586929042421,-1.3928780451255562e-07,71.43534411282002,90.0,78.98552703857422,7.623314534981333,-1.350796045018754e-07,71.92598797172963,90.0,78.63278198242188,7.817369213063799,-1.4356200372933614e-07,70.94499890298306,-1.0,-1.0,-1.0,0,0.0
0,29.0,30.0,1.0,0.0,0.0,90.0,78.45649719238281,7.9166713857246265,-1.4790263958008865e-07,70.4549591967529,90.0,78.63278198242188,7.817369213063799,-1.4356200372933614e-07,70.94499890298306,90.0,78.28282928466797,8.017469620068155,-1.5230867067561604e-07,69.9652250835365,-1.0,-1.0,-1.0,0,0.0
0,30.0,31.0,1.0,0.0,0.0,90.0,78.11164093017578,8.119741221625887,-1.5677910447653431e-07,69.47579653353154,90.0,78.28282928466797,8.017469620068155,-1.5230867067561604e-07,69.9652250835365,90.0,77.94287872314453,8.22346433039435,-1.6131298574695307e-07,68.9866735169357,-1.0,-1.0,-1.0,0,0.0
0,31.0,32.0,1.0,0.0,0.0,90.0,77.76515197753906,8.328665917475305,-1.6591149309963527e-07,68.49786634535252,90.0,77.94287872314453,8.22346433039435,-1.6131298574695307e-07,68.9866735169357,90.0,77.58740234375,8.435383332629286,-1.705762594506055e-07,68.00938789338528,-1.0,-1.0,-1.0,0,0.0
0,32.0,33.0,1.0,0.0,0.0,90.0,77.41211700439453,8.543605154116236,-1.7530678564359192e-07,67.52124051541745,90.0,77.58740234375,8.435383332629286,-1.705762594506055e-07,68.00938789338528,90.0,77.23920440673828,8.653309745450102,-1.8010212576857754e-07,67.03342427105366,-1.0,-1.0,-1.0,0,0.0
0,33.0,34.0,1.0,0.0,0.0,90.0,77.06857299804688,8.764476312060438,-1.8496137077494978e-07,66.54593910068928,90.0,77.23920440673828,8.653309745450102,-1.8010212576857754e-07,67.03342427105366,90.0,76.89802551269531,8.877093797285639,-1.8988403749364835e-07,66.05878706068455,-1.0,-1.0,-1.0,0,0.0
0,34.0,35.0,1.0,0.0,0.0,90.0,76.71898651123047,8.991196920831285,-1.948716433775033e-07,65.57198084682881,90.0,76.89802551269531,8.877093797285639,-1.8988403749364835e-07,66.05878706068455,90.0,76.54231262207031,9.106810627241217,-1.99925279109614e-07,65.08553115815579,-1.0,-1.0,-1.0,0,0.0
0,35.0,36.0,1.0,0.0,0.0,90.0,76.36787414550781,9.223914278407179,-2.0504404230070605e-07,64.59943805427014,90.0,76.54231262207031,9.106810627241217,-1.99925279109614e-07,65.08553115815579,90.0,76.19559478759766,9.342488160092913,-2.1022707141771235e-07,64.11370147556721,-1.0,-1.0,-1.0,0,0.0
0,36.0,37.0,1.0,0.0,0.0,90.0,76.02542114257812,9.462513116855703,-2.1547352935247233e-07,63.628321392244686,90.0,76.19559478759766,9.342488160092913,-2.1022707141771235e-07,64.11370147556721,90.0,75.85118103027344,9.58399636830815,-2.2078373140832497e-07,63.14330427140652,-1.0,-1.0,-1.0,0,0.0
0,37.0,38.0,1.0,0.0,0.0,90.0,75.67327117919922,9.706969549615465,-2.2615906003498054e-07,62.65866274923741,90.0,75.85118103027344,9.58399636830815,-2.2078373140832497e-07,63.14330427140652,90.0,75.49750518798828,9.831437950689875,-2.3159974660291738e-07,62.174403054422726,-1.0,-1.0,-1.0,0,0.0
0,38.0,39.0,1.0,0.0,0.0,90.0,75.32377624511719,9.957382714111887,-2.371049673266512e-07,61.69052527636944,90.0,75.49750518798828,9.831437950689875,-2.3159974660291738e-07,62.174403054422726,90.0,75.15204620361328,10.084785645563684,-2.426739268424072e-07,61.207029385275234,-1.0,-1.0,-1.0,0,0.0
0,39.0,40.0,1.0,0.0,0.0,90.0,74.98224639892578,10.213629027564608,-2.4830585065860333e-07,60.72391532153546,90.0,75.15204620361328,10.084785645563684,-2.426739268424072e-07,61.207029385275234,90.0,74.8048324584961,10.343935673792444,-2.5400173486733735e-07,60.24119387359082,-1.0,-1.0,-1.0,0,0.0
0,40.0,41.0,1.0,0.0,0.0,90.0,74.62786865234375,10.475734522302233,-2.597628455669465e-07,59.758877707428326,90.0,74.8048324584961,10.343935673792444,-2.5400173486733735e-07,60.24119387359082,90.0,74.45287322998047,10.609014143903337,-2.6558868271298053e-07,59.27696861118733,-1.0,-1.0,-1.0,0,0.0
0,41.0,42.0,1.0,0.0,0.0,90.0,74.2797622680664,10.74375707443484,-2.714784833601769e-07,58.79546664447247,90.0,74.45287322998047,10.609014143903337,-2.6558868271298053e-07,59.27696861118733,90.0,74.10850524902344,10.879946401078783,-2.7743150765591196e-07,58.314371777481426,-1.0,-1.0,-1.0,0,0.0
0,42.0,43.0,1.0,0.0,0.0,90.0,73.93692016601562,11.017574479539476,-2.8344742253327837e-07,57.8336865434116,90.0,74.10850524902344,10.879946401078783,-2.7743150765591196e-07,58.314371777481426,90.0,73.75888061523438,11.15666851933726,-2.895274163750017e-07,57.35342342943608,-1.0,-1.0,-1.0,0,0.0
0,43.0,44.0,1.0,0.0,0.0,90.0,73.58272552490234,11.29724635716208,-2.956722690017344e-07,56.87359253854214,90.0,73.75888061523438,11.15666851933726,-2.895274163750017e-07,57.35342342943608,90.0,73.40838623046875,11.439291154701792,-3.0188124455765575e-07,56.394193900532116,-1.0,-1.0,-1.0,0,0.0
0,44.0,45.0,1.0,0.0,0.0,90.0,73.2358169555664,11.582786610086046,-3.08153630279584e-07,55.91522745580136,90.0,73.40838623046875,11.439291154701792,-3.0188124455765575e-07,56.394193900532116,90.0,73.06495666503906,11.727716868479334,-3.144887333883517e-07,55.436693204349865,-1.0,-1.0,-1.0,0,0.0
0,45.0,46.0,1.0,0.0,0.0,90.0,72.89041137695312,11.874088873822771,-3.2088685719688925e-07,54.95859800071179,90.0,73.06495666503906,11.727716868479334,-3.144887333883517e-07,55.436693204349865,90.0,72.7132339477539,12.021927645166002,-3.273490954969205e-07,54.480954302257885,-1.0,-1.0,-1.0,0,0.0
0,46.0,47.0,1.0,0.0,0.0,90.0,72.53779602050781,12.171235507090174,-3.3387554954078524e-07,54.00376777142941,90.0,72.7132339477539,12.021927645166002,-3.273490954969205e-07,54.480954302257885,90.0,72.36405181884766,12.321996723969065,-3.404655323224759e-07,53.527038467831005,-1.0,-1.0,-1.0,0,0.0
0,47.0,48.0,1.0,0.0,0.0,90.0,72.19195556640625,12.474196051914774,-3.4711837637591003e-07,53.05076633185803,90.0,72.36405181884766,12.321996723969065,-3.404655323224759e-07,53.527038467831005,90.0,72.02144622802734,12.627818649370752,-3.538334337749305e-07,52.57495133370816,-1.0,-1.0,-1.0,0,0.0
0,48.0,49.0,1.0,0.0,0.0,90.0,71.84429168701172,12.782884141166292,-3.6061156205580147e-07,52.09960458964764,90.0,72.02144622802734,12.627818649370752,-3.538334337749305e-07,52.57495133370816,90.0,71.66785430908203,12.939415653903566,-3.674537724096538e-07,51.62473858684956,-1.0,-1.0,-1.0,0,0.0
0,49.0,50.0,1.0,0.0,0.0,90.0,71.4930419921875,13.09740201171168,-3.743595754501783e-07,51.15035460681378,90.0,71.66785430908203,12.939415653903566,-3.674537724096538e-07,51.62473858684956,90.0,71.31980895996094,13.256828447539888,-3.8132832680393136e-07,50.67645270914494,-1.0,-1.0,-1.0,0,0.0
0,50.0,51.0,1.0,0.0,0.0,90.0,71.14813232421875,13.41768056686648,-3.883593963083243e-07,50.20303280443608,90.0,71.31980895996094,13.256828447539888,-3.8132832680393136e-07,50.67645270914494,90.0,70.97579956054688,13.579953184087358,-3.954525579219492e-07,49.730097932524075,-1.0,-1.0,-1.0,0,0.0
0,51.0,52.0,1.0,0.0,0.0,90.0,70.79846954345703,13.743668159205995,-4.026087673247858e-07,49.25766040176808,90.0,70.97579956054688,13.579953184087358,-3.954525579219492e-07,49.730097932524075,90.0,70.6227035522461,13.908838098604761,-4.098285751874542e-07,48.78572957009732,-1.0,-1.0,-1.0,0,0.0
0,52.0,53.0,1.0,0.0,0.0,90.0,70.44844055175781,14.075448801477037,-4.1711136067323906e-07,48.314305497116436,90.0,70.6227035522461,13.908838098604761,-4.098285751874542e-07,48.78572957009732,90.0,70.27567291259766,14.243486409742914,-4.2445651804445816e-07,47.84338815302311,-0.9493904941894848,-1.0,-1.0,0,0.0
0,53.0,54.0,1.0,0.0,0.0,90.0,70.10432434082031,14.412937408049189,-4.318634566624624e-07,47.37297753781735,90.0,70.27567291259766,14.243486409742914,-4.2445651804445816e-07,47.84338815302311,90.0,69.9295654296875,14.583808457214914,-4.393324678497734e-07,46.90308083385884,0.04656941914158591,-1.0,-0.0,1,0.22448961963834305
0,54.0,55.0,1.0,0.0,0.0,90.0,69.75291442871094,14.756119688708864,-4.4686443134711595e-07,46.433710349506725,90.0,69.9295654296875,14.583808457214914,-4.393324678497734e-07,46.90308083385884,90.0,69.57772064208984,14.929871281344973,-4.5445935514809577e-07,45.9648711213535,1.0,-1.0,0.0,1,0.9020863516185087
0,55.0,56.0,1.0,0.0,0.0,90.0,69.4039535522461,15.105049794275843,-4.62116651278599e-07,45.49656323880612,90.0,69.57772064208984,14.929871281344973,-4.5445935514809577e-07,45.9648711213535,90.0,69.23157501220703,15.281642114479624,-4.69835746863545e-07,45.028786642259945,1.0,-1.0,0.0,1,1.081613723096279
0,56.0,57.0,1.0,0.0,0.0,90.0,69.06055450439453,15.45963544185885,-4.776160823505293e-07,44.56154133171498,90.0,69.23157501220703,15.281642114479624,-4.69835746863545e-07,45.028786642259945,90.0,68.88359832763672,15.639046823341928,-4.854584029212461e-07,44.094838661856045,1.0,-1.0,0.0,1,1.022744362794092
0,57.0,58.0,1.0,0.0,0.0,90.0,68.70755004882812,15.819895049293123,-4.933635301407335e-07,43.62869088143765,90.0,68.88359832763672,15.639046823341928,-4.854584029212461e-07,44.094838661856045,90.0,68.53288269042969,16.00216909285315,-5.013309817281097e-07,43.163098824924816,1.0,-1.0,0.0,1,1.5921277353880727
0,58.0,59.0,1.0,0.0,0.0,90.0,68.35955810546875,16.18585619862803,-5.093602007955056e-07,42.698062462515225,90.0,68.53288269042969,16.00216909285315,-5.013309817281097e-07,43.163098824924816,90.0,68.18753814697266,16.370943953950487,-5.174506437777282e-07,42.23358176440655,1.0,-1.0,0.0,1,1.5059467948970382
0,59.0,60.0,1.0,0.0,0.0,90.0,68.01470184326172,16.557428693134867,-5.25602150802662e-07,41.769660187668194,90.0,68.18753814697266,16.370943953950487,-5.174506437777282e-07,42.23358176440655,90.0,67.83787536621094,16.745328178365313,-5.338154990264243e-07,41.3063097724384,1.0,-1.0,0.0,1,1.986052976019308
0,60.0,61.0,1.0,0.0,0.0,90.0,67.66238403320312,16.934651380140863,-5.420910792475198e-07,40.84353925079762,90.0,67.83787536621094,16.745328178365313,-5.338154990264243e-07,41.3063097724384,90.0,67.4881820678711,17.125385885794245,-5.504283496771123e-07,40.381348682350506,1.0,-1.0,0.0,1,0.7617603226327971
0,61.0,62.0,1.0,0.0,0.0,90.0,67.31525421142578,17.31751962538489,-5.588267827372206e-07,39.91973800749241,90.0,67.4881820678711,17.125385885794245,-5.504283496771123e-07,40.381348682350506,90.0,67.1435546875,17.51104075248965,-5.672858606198261e-07,39.45870722622334,1.0,-1.0,0.0,1,3.387817131571501
0,62.0,63.0,1.0,0.0,0.0,90.0,66.96864318847656,17.705955510695063,-5.758058559957036e-07,38.99826387853085,90.0,67.1435546875,17.51104075248965,-5.672858606198261e-07,39.45870722622334,90.0,66.79238891601562,17.902280395586573,-5.843874891775513e-07,38.53842003435551,1.0,-1.0,0.0,1,1.623360007473644
0,63.0,64.0,1.0,0.0,0.0,90.0,66.61737823486328,18.100013946850382,-5.930306971047017e-07,38.07918013424336,90.0,66.79238891601562,17.902280395586573,-5.843874891775513e-07,38.53842003435551,90.0,66.44359588623047,18.299144377667986,-6.017349655218496e-07,37.62054426760136,1.0,-1.0,0.0,1,1.914873896360727
0,64.0,65.0,1.0,0.0,0.0,90.0,66.27103424072266,18.499660094935976,-6.104997863909389e-07,37.16251234502255,90.0,66.44359588623047,18.299144377667986,-6.017349655218496e-07,37.62054426760136,90.0,66.09961700439453,18.70154981847533,-6.193246667729468e-07,36.705084396309246,1.0,-1.0,0.0,1,1.0790890143997127
0,65.0,66.0,1.0,0.0,0.0,90.0,65.92280578613281,18.904828672964655,-6.28210268360796e-07,36.248272044367184,90.0,66.09961700439453,18.70154981847533,-6.193246667729468e-07,36.705084396309246,90.0,65.7470703125,19.109511976797663,-6.371572599528363e-07,35.79208723992764,1.0,-1.0,0.0,1,1.8734278543062652
0,66.0,67.0,1.0,0.0,0.0,90.0,65.57250213623047,19.31558885212668,-6.461651663736134e-07,35.33653034061848,90.0,65.7470703125,19.109511976797663,-6.371572599528363e-07,35.79208723992764,90.0,65.39910888671875,19.52304809327849,-6.55233498236818e-07,34.881601286835064,1.0,-1.0,0.0,1,1.2358002179398468
0,67.0,68.0,1.0,0.0,0.0,90.0,65.22686004638672,19.731878598888002,-6.643617697088544e-07,34.427300048775066,90.0,65.39910888671875,19.52304809327849,-6.55233498236818e-07,34.881601286835064,90.0,65.05361938476562,19.942077850658976,-6.735498706555987e-07,33.9736305007404,1.0,-1.0,0.0,1,0.9890178213070351
0,68.0,69.0,1.0,0.0,0.0,90.0,64.87718200683594,20.153660511334024,-6.827984423418698e-07,33.520604444450726,90.0,65.05361938476562,19.942077850658976,-6.735498706555987e-07,33.9736305007404,90.0,64.701904296875,20.366632645685755,-6.921077503330153e-07,33.06822992653309,1.0,-1.0,0.0,1,1.1742687342220501
0,69.0,70.0,1.0,0.0,0.0,90.0,64.52774047851562,20.580983271558367,-7.014773141245101e-07,32.616507006592144,90.0,64.701904296875,20.366632645685755,-6.921077503330153e-07,33.06822992653309,90.0,64.35468292236328,20.7967016601158,-7.109066647581486e-07,32.16543565482556,1.0,-1.0,0.0,1,0.9024586202181928
0,70.0,71.0,1.0,0.0,0.0,90.0,64.1827163696289,21.013777201731287,-7.203953386047957e-07,31.71501584143101,90.0,64.35468292236328,20.7967016601158,-7.109066647581486e-07,32.16543565482556,90.0,64.0076904296875,21.23221567805537,-7.299435879071225e-07,31.26525537461697,1.0,-1.0,0.0,1,0.517713737390216
0,71.0,72.0,1.0,0.0,0.0,90.0,63.83173751831055,21.452030678947054,-7.39552006856492e-07,30.816166085905422,90.0,64.0076904296875,21.23221567805537,-7.299435879071225e-07,31.26525537461697,90.0,63.65687561035156,21.673219507296167,-7.492204782133527e-07,30.367751849598278,1.0,-0.24011601972618518,0.0,1,0.1473872532026972
0,72.0,73.0,1.0,0.0,0.0,90.0,63.483089447021484,21.895771598179422,-7.589485392367479e-07,29.92001269549786,90.0,63.65687561035156,21.673219507296167,-7.492204782133527e-07,30.367751849598278,90.0,63.31034851074219,22.119676639993273,-7.687357396202188e-07,29.472948593801846,1.0,0.7495601726630972,1.0,0,0.0
0,73.0,74.0,1.0,0.0,0.0,90.0,63.13853073120117,22.34492493208178,-7.785816557026592e-07,29.02655975312649,90.0,63.31034851074219,22.119676639993273,-7.687357396202188e-07,29.472948593801846,90.0,62.96195602416992,22.57152934904822,-7.884868497010089e-07,28.580857766575207,1.0,1.0,1.0,0,0.0
0,74.0,75.0,1.0,0.0,0.0,90.0,62.78644561767578,22.799502124745928,-7.984518562986764e-07,28.13585410804211,90.0,62.96195602416992,22.57152934904822,-7.884868497010089e-07,28.580857766575207,90.0,62.611976623535156,23.028832917769037,-8.084762243010246e-07,27.691548837131847,1.0,1.0,1.0,0,0.0
0,75.0,76.0,1.0,0.0,0.0,90.0,62.43852615356445,23.25951164003142,-8.185595122833789e-07,27.247941894239773,90.0,62.611976623535156,23.028832917769037,-8.084762243010246e-07,27.691548837131847,90.0,62.26607131958008,23.49152838226088,-8.287012868146704e-07,26.80503330916821,1.0,1.0,1.0,0,0.0
0,76.0,77.0,1.0,0.0,0.0,90.0,62.09253692626953,23.724881341416918,-8.389014688470198e-07,26.362827284044613,90.0,62.26607131958008,23.49152838226088,-8.287012868146704e-07,26.80503330916821,90.0,61.916412353515625,23.959582557637773,-8.491605859584084e-07,25.921335322565426,1.0,1.0,1.0,0,0.0
0,77.0,78.0,1.0,0.0,0.0,90.0,61.74129867553711,24.19563590522536,-8.594788060145575e-07,25.4805648157066,90.0,61.916412353515625,23.959582557637773,-8.491605859584084e-07,25.921335322565426,90.0,61.56717300415039,24.43303146000632,-8.698556955843983e-07,25.04051579327046,1.0,1.0,1.0,0,0.0
0,78.0,79.0,1.0,0.0,0.0,90.0,61.39403533935547,24.671759476621233,-8.802908292304679e-07,24.601188225454678,90.0,61.56717300415039,24.43303146000632,-8.698556955843983e-07,25.04051579327046,90.0,61.221832275390625,24.911810403425775,-8.907837886207304e-07,24.162582082456936,1.0,1.0,1.0,0,0.0
1,0.0,1.0,1.0,0.0,0.0,90.0,84.94115447998047,35.63695405589033,-1.927209725138823e-09,111.6530494550155,90.0,84.94115447998047,35.59286463798571,0.0,112.1511017838405,90.0,84.94111633300781,35.68104364143301,-3.854426777749609e-09,111.15499712619051,-1.0,-1.0,-1.0,0,0.0
1,1.0,2.0,1.0,0.0,0.0,90.0,84.94115447998047,35.725133226975686,-5.7816438303603945e-09,110.65694479736551,90.0,84.94111633300781,35.68104364143301,-3.854426777749609e-09,111.15499712619051,90.0,84.94119262695312,35.76922247724224,-7.708846228027255e-09,110.15889243873819,-1.0,-1.0,-1.0,0,0.0
1,2.0,3.0,1.0,0.0,0.0,90.0,84.94115447998047,35.81331172750879,-9.636048625694116e-09,109.66084008011087,90.0,84.94119262695312,35.76922247724224,-7.708846228027255e-09,110.15889243873819,90.0,84.94115447998047,35.857401145413405,-1.1563258350832939e-08,109.16278775128588,-1.0,-1.0,-1.0,0,0.0
1,3.0,4.0,1.0,0.0,0.0,90.0,84.94111633300781,35.901490730956084,-1.3490475403443725e-08,108.66473542246088,90.0,84.94115447998047,35.857401145413405,-1.1563258350832939e-08,109.16278775128588,90.0,84.94119262695312,35.9455801488607,-1.5417685128582548e-08,108.16668309363588,-1.0,-1.0,-1.0,0,0.0
