20.5  5.5 -1.00   .30
21.5  5.5 -1.00   .59
22.5  5.5 -1.00   .98
23.5  5.5 -1.00  1.31
24.5  5.5 -1.00  1.78
25.5  5.5 -1.00  2.08
26.5  5.5 -1.00  2.27
27.5  5.5 -1.00  2.32
28.5  5.5 -1.00  2.48
29.5  5.5 -1.00  2.41
30.5  5.5 -1.00  2.24
31.5  5.5 -1.00  1.88
32.5  5.5 -1.00  1.54
33.5  5.5 -1.00  1.11
34.5  5.5 -1.00   .76
35.5  5.5 -1.00   .55
36.5  5.5 -1.00   .41
37.5  5.5 -1.00   .38
38.5  5.5 -1.00   .40
39.5  5.5 -1.00   .56
40.5  5.5 -1.00   .83
41.5  5.5 -1.00  1.11
42.5  5.5 -1.00  1.31
43.5  5.5 -1.00  1.44
44.5  5.5 -1.00  1.48
45.5  5.5 -1.00  1.71
46.5  5.5 -1.00  1.79
47.5  5.5 -1.00  2.45
48.5  5.5 -1.00  2.76
49.5  5.5 -1.00  3.16
  .5  6.5 -1.00 12.13
 1.5  6.5 -1.00 11.41
 2.5  6.5 -1.00  9.78
 3.5  6.5 -1.00  5.94
 4.5  6.5 -1.00  4.31
 5.5  6.5 -1.00  3.33
 6.5  6.5 -1.00  1.63
 7.5  6.5 -1.00  1.03
 8.5  6.5 -1.00   .79
 9.5  6.5 -1.00   .58
10.5  6.5 -1.00   .41
11.5  6.5 -1.00   .31
12.5  6.5 -1.00   .29
13.5  6.5 -1.00   .23
14.5  6.5 -1.00   .21
15.5  6.5 -1.00   .21
16.5  6.5 -1.00   .21
17.5  6.5 -1.00   .21
18.5  6.5 -1.00   .23
19.5  6.5 -1.00   .31
20.5  6.5 -1.00   .45
21.5  6.5 -1.00   .82
22.5  6.5 -1.00  1.39
23.5  6.5 -1.00  1.73
24.5  6.5 -1.00  2.15
25.5  6.5 -1.00  2.32
26.5  6.5 -1.00  2.48
27.5  6.5 -1.00  2.35
28.5  6.5 -1.00  2.42
29.5  6.5 -1.00  2.37
30.5  6.5 -1.00  2.27
31.5  6.5 -1.00  1.84
32.5  6.5 -1.00  1.46
33.5  6.5 -1.00  1.06
34.5  6.5 -1.00   .64
35.5  6.5 -1.00   .46
36.5  6.5 -1.00   .32
37.5  6.5 -1.00   .29
38.5  6.5 -1.00   .34
39.5  6.5 -1.00   .54
40.5  6.5 -1.00   .80
41.5  6.5 -1.00  1.10
42.5  6.5 -1.00  1.41
43.5  6.5 -1.00  1.56
44.5  6.5 -1.00  1.64
45.5  6.5 -1.00  1.89
46.5  6.5 -1.00  2.00
47.5  6.5 -1.00  2.21
48.5  6.5 -1.00  2.40
49.5  6.5 -1.00  2.61
  .5  7.5 -1.00 14.04
 1.5  7.5 -1.00 13.44
 2.5  7.5 -1.00 11.62
 3.5  7.5 -1.00  7.37
 4.5  7.5 -1.00  5.58
 5.5  7.5 -1.00  4.13
 6.5  7.5 -1.00  1.99
 7.5  7.5 -1.00  1.22
 8.5  7.5 -1.00   .97
 9.5  7.5 -1.00   .73
10.5  7.5 -1.00   .54
11.5  7.5 -1.00   .41
12.5  7.5 -1.00   .38
13.5  7.5 -1.00   .29
14.5  7.5 -1.00   .26
15.5  7.5 -1.00   .26
16.5  7.5 -1.00   .28
17.5  7.5 -1.00   .30
18.5  7.5 -1.00   .37
19.5  7.5 -1.00   .45
20.5  7.5 -1.00   .76
21.5  7.5 -1.00  1.35
22.5  7.5 -1.00  1.89
23.5  7.5 -1.00  2.13
24.5  7.5 -1.00  2.58
25.5  7.5 -1.00  2.50
26.5  7.5 -1.00  2.39
27.5  7.5 -1.00  2.21
28.5  7.5 -1.00  2.44
29.5  7.5 -1.00  2.35
30.5  7.5 -1.00  2.27
31.5  7.5 -1.00  1.87
32.5  7.5 -1.00  1.50
33.5  7.5 -1.00   .99
34.5  7.5 -1.00   .58
35.5  7.5 -1.00   .40
36.5  7.5 -1.00   .29
37.5  7.5 -1.00   .27
38.5  7.5 -1.00   .31
39.5  7.5 -1.00   .47
40.5  7.5   .19   .75
41.5  7.5 -1.00  1.03
42.5  7.5 -1.00  1.34
43.5  7.5 -1.00  1.61
44.5  7.5 -1.00  1.85
45.5  7.5 -1.00  2.15
46.5  7.5 -1.00  2.30
47.5  7.5 -1.00  2.55
48.5  7.5 -1.00  2.70
49.5  7.5 -1.00  2.79
  .5  8.5 -1.00 14.95
 1.5  8.5 -1.00 14.09
 2.5  8.5 -1.00 12.32
 3.5  8.5 -1.00  7.59
 4.5  8.5 -1.00  6.10
 5.5  8.5 -1.00  4.68
 6.5  8.5 -1.00  2.58
 7.5  8.5 -1.00  1.63
 8.5  8.5 -1.00  1.24
 9.5  8.5 -1.00   .83
10.5  8.5 -1.00   .58
11.5  8.5 -1.00   .46
12.5  8.5 -1.00   .43
13.5  8.5 -1.00   .36
14.5  8.5 -1.00   .34
15.5  8.5 -1.00   .35
16.5  8.5 -1.00   .37
17.5  8.5 -1.00   .42
18.5  8.5 -1.00   .50
19.5  8.5 -1.00   .61
20.5  8.5 -1.00  1.02
21.5  8.5 -1.00  1.64
22.5  8.5 -1.00  2.11
23.5  8.5 -1.00  2.34
24.5  8.5 -1.00  2.73
25.5  8.5 -1.00  2.49
26.5  8.5 -1.00  2.29
27.5  8.5 -1.00  2.07
28.5  8.5 -1.00  2.25
29.5  8.5 -1.00  2.12
30.5  8.5 -1.00  2.07
31.5  8.5 -1.00  1.74
32.5  8.5 -1.00  1.45
33.5  8.5 -1.00   .97
34.5  8.5 -1.00   .64
35.5  8.5 -1.00   .54
36.5  8.5 -1.00   .39
37.5  8.5 -1.00   .37
38.5  8.5 -1.00   .42
39.5  8.5 -1.00   .57
40.5  8.5 -1.00   .77
41.5  8.5 -1.00  1.05
42.5  8.5 -1.00  1.40
43.5  8.5 -1.00  1.66
44.5  8.5 -1.00  3.63
45.5  8.5 -1.00  4.27
46.5  8.5 -1.00  4.45
47.5  8.5 -1.00  4.89
48.5  8.5 -1.00  5.62
49.5  8.5 -1.00  3.78
  .5  9.5 -1.00 22.46
 1.5  9.5 -1.00 19.74
 2.5  9.5 -1.00 17.02
 3.5  9.5 -1.00 12.01
 4.5  9.5 -1.00  7.33
 5.5  9.5 -1.00  5.27
 6.5  9.5 -1.00  3.15
 7.5  9.5 -1.00  2.05
 8.5  9.5 -1.00  1.42
 9.5  9.5 -1.00   .86
10.5  9.5 -1.00   .64
11.5  9.5 -1.00   .56
12.5  9.5 -1.00   .51
13.5  9.5 -1.00   .42
14.5  9.5 -1.00   .43
15.5  9.5 -1.00   .45
16.5  9.5 -1.00   .48
17.5  9.5 -1.00   .54
18.5  9.5 -1.00   .67
19.5  9.5 -1.00   .84
20.5  9.5 -1.00  1.31
21.5  9.5 -1.00  2.11
22.5  9.5 -1.00  2.55
23.5  9.5 -1.00  2.67
24.5  9.5 -1.00  2.82
25.5  9.5 -1.00  2.43
26.5  9.5 -1.00  1.80
27.5  9.5 -1.00  1.40
28.5  9.5 -1.00  1.38
29.5  9.5 -1.00  1.26
30.5  9.5 -1.00  1.30
31.5  9.5 -1.00  1.23
32.5  9.5 -1.00  1.14
33.5  9.5 -1.00   .93
34.5  9.5 -1.00   .74
35.5  9.5 -1.00   .63
36.5  9.5 -1.00   .47
37.5  9.5 -1.00   .47
38.5  9.5 -1.00   .57
39.5  9.5 -1.00   .71
40.5  9.5 -1.00   .90
41.5  9.5 -1.00  1.06
42.5  9.5 -1.00  1.33
43.5  9.5 -1.00  1.68
44.5  9.5 -1.00  4.23
45.5  9.5 -1.00  5.28
46.5  9.5 -1.00  6.04
47.5  9.5 -1.00  6.83
48.5  9.5 -1.00  7.88
49.5  9.5 -1.00  5.79
  .5 10.5 -1.00 21.33
 1.5 10.5 -1.00 18.09
 2.5 10.5  2.55 15.91
 3.5 10.5 -1.00 11.50
 4.5 10.5 -1.00  6.67
 5.5 10.5 -1.00  4.84
 6.5 10.5 -1.00  3.36
 7.5 10.5 -1.00  2.07
 8.5 10.5 -1.00  1.25
 9.5 10.5 -1.00   .81
10.5 10.5 -1.00   .63
11.5 10.5 -1.00   .54
12.5 10.5 -1.00   .48
13.5 10.5 -1.00   .43
14.5 10.5 -1.00   .46
15.5 10.5 -1.00   .51
16.5 10.5 -1.00   .72
17.5 10.5 -1.00   .92
18.5 10.5 -1.00  1.08
19.5 10.5 -1.00  1.41
20.5 10.5 -1.00  1.87
21.5 10.5 -1.00  2.28
22.5 10.5 -1.00  2.48
23.5 10.5 -1.00  2.45
24.5 10.5 -1.00  2.21
25.5 10.5 -1.00  1.74
26.5 10.5 -1.00  1.12
27.5 10.5 -1.00   .80
28.5 10.5 -1.00   .83
29.5 10.5 -1.00   .81
30.5 10.5 -1.00   .90
31.5 10.5 -1.00  1.05
32.5 10.5 -1.00   .98
33.5 10.5 -1.00   .82
34.5 10.5 -1.00   .76
35.5 10.5 -1.00   .66
36.5 10.5 -1.00   .49
37.5 10.5 -1.00   .53
38.5 10.5 -1.00   .61
39.5 10.5 -1.00   .68
40.5 10.5 -1.00   .78
41.5 10.5 -1.00   .91
42.5 10.5 -1.00  1.15
43.5 10.5 -1.00  1.80
44.5 10.5 -1.00  4.48
45.5 10.5 -1.00  5.67
46.5 10.5 -1.00  6.62
47.5 10.5 -1.00  7.64
48.5 10.5 -1.00  8.52
49.5 10.5 -1.00  6.54
  .5 11.5 -1.00 17.60
 1.5 11.5 -1.00 15.12
 2.5 11.5 -1.00 13.61
 3.5 11.5 -1.00 11.51
 4.5 11.5 -1.00  6.65
 5.5 11.5 -1.00  4.95
 6.5 11.5 -1.00  3.62
 7.5 11.5 -1.00  2.24
 8.5 11.5 -1.00  1.16
 9.5 11.5 -1.00   .73
10.5 11.5 -1.00   .60
11.5 11.5 -1.00   .51
12.5 11.5 -1.00   .49
13.5 11.5 -1.00   .50
14.5 11.5 -1.00   .65
15.5 11.5 -1.00   .84
16.5 11.5 -1.00  1.12
17.5 11.5 -1.00  1.30
18.5 11.5 -1.00  1.43
19.5 11.5 -1.00  1.61
20.5 11.5 -1.00  1.91
21.5 11.5 -1.00  2.17
22.5 11.5 -1.00  2.15
23.5 11.5 -1.00  2.05
24.5 11.5 -1.00  1.80
25.5 11.5 -1.00  1.35
26.5 11.5 -1.00   .73
27.5 11.5 -1.00   .53
28.5 11.5   .28   .62
29.5 11.5 -1.00   .57
30.5 11.5 -1.00   .62
31.5 11.5 -1.00   .83
32.5 11.5 -1.00   .87
33.5 11.5 -1.00   .75
34.5 11.5 -1.00   .75
35.5 11.5 -1.00   .70
36.5 11.5 -1.00   .54
37.5 11.5 -1.00   .54
38.5 11.5 -1.00   .59
39.5 11.5 -1.00   .62
40.5 11.5 -1.00   .70
41.5 11.5 -1.00   .83
42.5 11.5 -1.00  1.02
43.5 11.5 -1.00  1.77
44.5 11.5 -1.00  4.65
45.5 11.5 -1.00  5.71
46.5 11.5 -1.00  6.67
47.5 11.5 -1.00  7.63
48.5 11.5 -1.00  8.41
49.5 11.5 -1.00  6.13
  .5 12.5 -1.00 16.76
 1.5 12.5 -1.00 13.96
 2.5 12.5 -1.00 12.55
 3.5 12.5 -1.00 10.73
 4.5 12.5 -1.00  5.56
 5.5 12.5 -1.00  4.29
 6.5 12.5 -1.00  3.35
 7.5 12.5   .71  2.07
 8.5 12.5 -1.00  1.01
 9.5 12.5 -1.00   .62
10.5 12.5 -1.00   .50
11.5 12.5 -1.00   .44
12.5 12.5 -1.00   .52
13.5 12.5 -1.00   .61
14.5 12.5 -1.00   .96
15.5 12.5 -1.00  1.40
16.5 12.5 -1.00  1.82
17.5 12.5 -1.00  1.92
18.5 12.5 -1.00  1.94
19.5 12.5 -1.00  1.93
20.5 12.5 -1.00  1.77
21.5 12.5 -1.00  1.64
22.5 12.5 -1.00  1.56
23.5 12.5 -1.00  1.50
24.5 12.5 -1.00  1.20
25.5 12.5 -1.00   .91
26.5 12.5 -1.00   .56
27.5 12.5 -1.00   .41
28.5 12.5 -1.00   .36
29.5 12.5 -1.00   .37
30.5 12.5 -1.00   .41
31.5 12.5 -1.00   .61
32.5 12.5 -1.00   .79
33.5 12.5 -1.00   .81
34.5 12.5 -1.00   .79
35.5 12.5 -1.00   .78
36.5 12.5 -1.00   .62
37.5 12.5 -1.00   .51
38.5 12.5 -1.00   .52
39.5 12.5 -1.00   .57
40.5 12.5 -1.00   .62
41.5 12.5 -1.00   .77
42.5 12.5 -1.00  1.00
43.5 12.5 -1.00  1.82
44.5 12.5 -1.00  4.69
45.5 12.5 -1.00  5.72
46.5 12.5 -1.00  6.73
47.5 12.5 -1.00  7.66
48.5 12.5 -1.00  8.38
49.5 12.5 -1.00  6.12
  .5 13.5 -1.00 15.66
 1.5 13.5 -1.00 13.08
 2.5 13.5 -1.00 11.72
 3.5 13.5 -1.00 10.25
 4.5 13.5 -1.00  4.92
 5.5 13.5 -1.00  3.68
 6.5 13.5 -1.00  2.73
 7.5 13.5 -1.00  1.58
 8.5 13.5 -1.00   .73
 9.5 13.5 -1.00   .51
10.5 13.5 -1.00   .47
11.5 13.5 -1.00   .44
12.5 13.5 -1.00   .69
13.5 13.5 -1.00   .90
14.5 13.5 -1.00  1.64
15.5 13.5 -1.00  2.26
16.5 13.5 -1.00  2.74
17.5 13.5 -1.00  2.62
18.5 13.5 -1.00  2.48
19.5 13.5 -1.00  2.04
20.5 13.5 -1.00  1.56
21.5 13.5 -1.00  1.32
22.5 13.5 -1.00  1.22
23.5 13.5 -1.00  1.11
24.5 13.5 -1.00   .84
25.5 13.5 -1.00   .69
26.5 13.5 -1.00   .40
27.5 13.5 -1.00   .31
28.5 13.5 -1.00   .29
29.5 13.5 -1.00   .33
30.5 13.5 -1.00   .37
31.5 13.5 -1.00   .50
32.5 13.5 -1.00   .67
33.5 13.5 -1.00   .71
34.5 13.5 -1.00   .67
35.5 13.5 -1.00   .62
36.5 13.5 -1.00   .50
37.5 13.5 -1.00   .38
38.5 13.5 -1.00   .40
39.5 13.5 -1.00   .47
40.5 13.5 -1.00   .53
41.5 13.5 -1.00   .63
42.5 13.5 -1.00   .78
43.5 13.5 -1.00  1.62
44.5 13.5 -1.00  2.84
45.5 13.5 -1.00  3.62
46.5 13.5  1.66  4.68
47.5 13.5 -1.00  5.49
48.5 13.5 -1.00  5.67
49.5 13.5 -1.00  5.28
  .5 14.5 -1.00  6.65
 1.5 14.5 -1.00  5.92
 2.5 14.5 -1.00  5.67
 3.5 14.5  3.61  5.03
 4.5 14.5 -1.00  3.07
 5.5 14.5 -1.00  2.56
 6.5 14.5 -1.00  1.92
 7.5 14.5 -1.00  1.05
 8.5 14.5 -1.00   .45
 9.5 14.5 -1.00   .41
10.5 14.5 -1.00   .38
11.5 14.5 -1.00   .37
12.5 14.5 -1.00   .69
13.5 14.5 -1.00  1.08
14.5 14.5 -1.00  2.05
15.5 14.5 -1.00  2.88
16.5 14.5 -1.00  3.35
17.5 14.5 -1.00  3.17
18.5 14.5 -1.00  2.81
19.5 14.5 -1.00  2.04
20.5 14.5 -1.00  1.26
21.5 14.5 -1.00   .77
22.5 14.5 -1.00   .65
23.5 14.5 -1.00   .55
24.5 14.5 -1.00   .37
25.5 14.5 -1.00   .32
26.5 14.5 -1.00   .29
27.5 14.5 -1.00   .24
28.5 14.5 -1.00   .26
29.5 14.5 -1.00   .28
30.5 14.5 -1.00   .32
31.5 14.5 -1.00   .38
32.5 14.5 -1.00   .54
33.5 14.5 -1.00   .57
34.5 14.5 -1.00   .52
35.5 14.5 -1.00   .47
36.5 14.5 -1.00   .39
37.5 14.5 -1.00   .25
38.5 14.5 -1.00   .23
39.5 14.5 -1.00   .29
40.5 14.5 -1.00   .34
41.5 14.5 -1.00   .44
42.5 14.5 -1.00   .58
43.5 14.5 -1.00  1.33
44.5 14.5 -1.00  1.97
45.5 14.5 -1.00  2.30
46.5 14.5 -1.00  2.95
47.5 14.5 -1.00  3.93
48.5 14.5 -1.00  3.90
49.5 14.5 -1.00  3.94
  .5 15.5 -1.00  5.11
 1.5 15.5 -1.00  4.32
 2.5 15.5 -1.00  4.07
 3.5 15.5 -1.00  3.67
 4.5 15.5 -1.00  2.10
 5.5 15.5 -1.00  1.70
 6.5 15.5 -1.00  1.40
 7.5 15.5 -1.00   .87
 8.5 15.5 -1.00   .49
 9.5 15.5 -1.00   .43
10.5 15.5 -1.00   .41
11.5 15.5 -1.00   .42
12.5 15.5 -1.00   .76
13.5 15.5 -1.00  1.19
14.5 15.5 -1.00  2.29
15.5 15.5 -1.00  3.23
16.5 15.5 -1.00  3.60
17.5 15.5 -1.00  3.32
18.5 15.5  4.92  2.86
19.5 15.5 -1.00  1.75
20.5 15.5 -1.00   .82
21.5 15.5 -1.00   .40
22.5 15.5 -1.00   .31
23.5 15.5 -1.00   .25
24.5 15.5 -1.00   .23
25.5 15.5 -1.00   .20
26.5 15.5 -1.00   .19
27.5 15.5 -1.00   .17
28.5 15.5 -1.00   .19
29.5 15.5 -1.00   .24
30.5 15.5 -1.00   .27
31.5 15.5 -1.00   .31
32.5 15.5 -1.00   .47
33.5 15.5 -1.00   .50
34.5 15.5 -1.00   .46
35.5 15.5 -1.00   .41
36.5 15.5 -1.00   .36
37.5 15.5 -1.00   .20
38.5 15.5 -1.00   .16
39.5 15.5 -1.00   .21
40.5 15.5 -1.00   .27
41.5 15.5 -1.00   .39
42.5 15.5 -1.00   .53
43.5 15.5 -1.00   .93
44.5 15.5 -1.00  1.39
45.5 15.5 -1.00  1.61
46.5 15.5 -1.00  2.21
47.5 15.5 -1.00  3.26
48.5 15.5 -1.00  3.52
49.5 15.5 -1.00  3.79
  .5 16.5 -1.00  2.81
 1.5 16.5 -1.00  2.46
 2.5 16.5 -1.00  2.41
 3.5 16.5 -1.00  2.17
 4.5 16.5 -1.00  1.37
 5.5 16.5 -1.00  1.19
 6.5 16.5 -1.00   .99
 7.5 16.5 -1.00   .61
 8.5 16.5 -1.00   .49
 9.5 16.5 -1.00   .40
10.5 16.5 -1.00   .38
11.5 16.5 -1.00   .38
12.5 16.5 -1.00   .77
13.5 16.5 -1.00  1.28
14.5 16.5 -1.00  2.44
15.5 16.5 -1.00  3.49
16.5 16.5 -1.00  3.88
17.5 16.5 -1.00  3.62
18.5 16.5 -1.00  3.07
19.5 16.5 -1.00  1.89
20.5 16.5 -1.00   .79
21.5 16.5 -1.00   .37
22.5 16.5 -1.00   .22
23.5 16.5 -1.00   .18
24.5 16.5 -1.00   .18
25.5 16.5 -1.00   .18
26.5 16.5 -1.00   .17
27.5 16.5 -1.00   .16
28.5 16.5 -1.00   .19
29.5 16.5 -1.00   .23
30.5 16.5 -1.00   .28
31.5 16.5 -1.00   .30
32.5 16.5 -1.00   .43
33.5 16.5 -1.00   .44
34.5 16.5 -1.00   .39
35.5 16.5 -1.00   .33
36.5 16.5 -1.00   .30
37.5 16.5 -1.00   .18
38.5 16.5 -1.00   .15
39.5 16.5 -1.00   .19
40.5 16.5 -1.00   .25
