38.5	37.5	0.958085849	0.225309282	0.499
39.5	36.5	0.346352974	0.509202522	0.482
1.5	9.5	0.878521796	1.295347148	0.272
2.5	8.5	0.949390007	1.090610708	0.348
2.5	10.5	0.40654018	1.20167018	0.309
3.5	9.5	0.898725182	1.079543007	0.444
31.5	36.5	0.632457292	0.396199347	0.438
32.5	35.5	0.367355921	0.361727836	0.335
32.5	37.5	0.506505032	0.439332694	0.51
33.5	36.5	0.887054378	0.450249108	0.315
0.5	7.5	1.105169428	1.147367108	0.682
0.5	9.5	1.197831693	1.351409752	0.272
1.5	8.5	1.308564414	1.148910993	0.328
30.5	45.5	0.743509765	0.954242509	0.339
31.5	44.5	0.730782276	0.958085849	0.306
31.5	46.5	1.197831693	1.074450719	0.665
32.5	45.5	1.008600172	0.982723388	0.36
8.5	29.5	0.954724791	0.641474111	0.566
9.5	28.5	0.967079734	0.643452676	0.769
9.5	30.5	0.551449998	0.766412847	0.546
10.5	29.5	0.401400541	0.791690649	0.479
38.5	31.5	1.270445908	1.071513805	0.298
39.5	30.5	0.899820502	0.850646235	0.425
39.5	32.5	0.357934847	0.969415912	0.341
40.5	31.5	0.399673721	0.695481676	0.493
16.5	15.5	1.288696261	0.556302501	0.445
17.5	14.5	0.471291711	0.501059262	0.546
17.5	16.5	0.472756449	0.558708571	0.566
18.5	15.5	0.691965103	0.456366033	0.769
1.5	14.5	0.743509765	0.772321707	0.733
2.5	13.5	0.940018155	1.068927612	0.345
2.5	15.5	0.437750563	0.609594409	0.789
3.5	14.5	0.557507202	0.701567985	0.497
29.5	41.5	1.765817515	1.011147361	0.45
30.5	40.5	1.04453976	0.968949681	0.396
30.5	42.5	1.323870607	1.011147361	0.326
31.5	41.5	1.356981401	0.914343157	0.427
34.5	32.5	0.974050903	0.829946696	0.413
35.5	31.5	0.928395852	1.106530854	0.419
35.5	33.5	0.450249108	0.96425963	0.271
36.5	32.5	0.720985744	1.093421685	0.252
